P,T,VL,VV,UL,UV,HL,HV,SL,SV
235,125.3865946,0.001065301,0.761588756,526.4585825,2534.67884,526.7089282,2713.652197,1.585630956,7.073048334
240,126.0736778,0.001065949,0.746716089,529.381206,2535.409241,529.6370338,2714.621102,1.592958416,7.066024652
245,126.749213,0.001066589,0.732430306,532.2555235,2536.124779,532.5168379,2715.570204,1.600152487,7.059145789
250,127.4136293,0.001067222,0.718696948,535.0833258,2536.826019,535.3501312,2716.500256,1.607218297,7.052405828
255,128.067331,0.001067847,0.705484214,537.8663025,2537.513493,538.1386035,2717.411967,1.61416068,7.045799206
260,128.7107006,0.001068465,0.692762712,540.6060503,2538.187704,540.8838511,2718.306009,1.620984194,7.039320687
265,129.3440994,0.001069076,0.680505233,543.304079,2538.849127,543.5873841,2719.183014,1.627693148,7.032965337
270,129.9678698,0.00106968,0.668686555,545.9618183,2539.498212,546.250632,2720.043582,1.634291614,7.026728501
275,130.5823362,0.001070278,0.657283257,548.5806234,2540.135385,548.8749498,2720.888281,1.640783447,7.020605783
280,131.1878063,0.00107087,0.646273567,551.1617798,2540.761051,551.4616233,2721.717649,1.6471723,7.014593025
285,131.7845724,0.001071455,0.635637218,553.7065087,2541.375591,554.0118734,2722.532198,1.653461641,7.008686294
290,132.3729123,0.001072035,0.625355316,556.2159705,2541.979372,556.5268605,2723.332414,1.659654757,7.00288186
295,132.9530902,0.001072608,0.61541023,558.6912696,2542.572738,559.007689,2724.118756,1.665754777,6.99717619
300,133.5253579,0.001073176,0.605785485,561.1334573,2543.156021,561.4554103,2724.891667,1.671764673,6.991565929
305,134.0899552,0.001073739,0.596465669,563.5435359,2543.729533,563.8710263,2725.651562,1.677687277,6.986047889
310,134.6471108,0.001074297,0.587436349,565.9224611,2544.293575,566.255493,2726.398843,1.683525286,6.980619039
315,135.197043,0.001074849,0.578683993,568.2711453,2544.848431,568.6097226,2727.133889,1.689281272,6.975276495
320,135.7399604,0.001075396,0.570195902,570.59046,2545.394375,570.9345867,2727.857064,1.694957688,6.970017512
325,136.2760624,0.001075938,0.561960146,572.8812384,2545.931668,573.2309183,2728.568715,1.700556878,6.96483947
330,136.8055395,0.001076476,0.553965506,575.1442775,2546.460557,575.4995145,2729.269174,1.706081082,6.959739874
335,137.3285745,0.001077009,0.546201423,577.3803404,2546.981281,577.7411383,2729.958758,1.711532441,6.954716339
340,137.8453422,0.001077537,0.538657949,579.590158,2547.49407,579.9565205,2730.637772,1.716913004,6.94976659
345,138.3560102,0.001078061,0.531325702,581.7744309,2547.99914,582.1463619,2731.306507,1.722224734,6.944888449
350,138.8607392,0.00107858,0.524195828,583.9338311,2548.496702,584.3113342,2731.965242,1.727469511,6.940079836
360,139.8529913,0.001079607,0.51051021,588.1805676,2549.470098,588.5692261,2733.253774,1.737765346,6.930663309
370,140.8232612,0.001080617,0.497539495,592.3352281,2550.415771,592.7350566,2734.505384,1.747814077,6.921502053
380,141.7726234,0.001081612,0.485228467,596.4023048,2551.335117,596.8133175,2735.721935,1.757628219,6.912582322
390,142.7020728,0.001082593,0.473527482,600.3859584,2552.229431,600.8081696,2736.905149,1.767219345,6.903891446
400,143.612533,0.001083559,0.462391783,604.2900506,2553.09991,604.7234742,2738.056623,1.776598174,6.895417726
410,144.5048626,0.001084512,0.451780911,608.1181722,2553.947667,608.562822,2739.177841,1.785774657,6.887150337
420,145.3798613,0.001085451,0.441658199,611.8736687,2554.77374,612.3295582,2740.270183,1.794758049,6.879079242
430,146.2382757,0.001086378,0.431990334,615.5596617,2555.579093,616.0268045,2741.334937,1.803556971,6.871195117
440,147.0808032,0.001087294,0.422746987,619.1790696,2556.364629,619.6574788,2742.373303,1.812179469,6.863489287
450,147.908097,0.001088197,0.413900478,622.7346245,2557.13119,623.2243134,2743.386405,1.820633064,6.855953665
460,148.7207693,0.00108909,0.405425497,626.2288883,2557.879567,626.7298697,2744.375296,1.828924798,6.848580702
470,149.5193952,0.001089972,0.397298855,629.6642666,2558.6105,630.1765533,2745.340962,1.837061271,6.84136334
480,150.3045152,0.001090843,0.389499261,633.0430213,2559.324686,633.566626,2746.284331,1.845048681,6.834294969
490,151.0766382,0.001091705,0.382007136,636.3672821,2560.022778,636.9022175,2747.206275,1.852892855,6.82736939
500,151.8362439,0.001092557,0.374804442,639.639057,2560.705394,640.1853354,2748.107615,1.860599279,6.820580784
510,152.5837851,0.001093399,0.367874531,642.860241,2561.373114,643.4178746,2748.989124,1.868173122,6.81392368
520,153.3196898,0.001094233,0.361202016,646.032625,2562.026486,646.601626,2749.851534,1.875619264,6.807392926
530,154.0443625,0.001095058,0.354772654,649.1579032,2562.666029,649.7382836,2750.695536,1.882942313,6.800983669
540,154.7581866,0.001095874,0.348573237,652.2376799,2563.292233,652.8294518,2751.521781,1.890146628,6.794691327
550,155.4615254,0.001096682,0.342591503,655.2734764,2563.905563,655.8766515,2752.33089,1.897236336,6.788511575
560,156.1547236,0.001097482,0.336816052,658.2667361,2564.506459,658.8813261,2753.123448,1.904215349,6.782440321
570,156.8381087,0.001098275,0.33123627,661.2188302,2565.095338,661.8448467,2753.900011,1.911087377,6.776473693
580,157.511992,0.00109906,0.325842263,664.1310622,2565.672596,664.7685168,2754.661109,1.917855944,6.770608021
590,158.1766697,0.001099837,0.320624798,667.0046727,2566.238611,667.6535767,2755.407242,1.924524398,6.764839826
600,158.832424,0.001100608,0.315575247,669.8408432,2566.793742,670.501208,2756.13889,1.931095924,6.759165805
610,159.4795236,0.001101372,0.310685536,672.6407,2567.338329,673.3125368,2756.856506,1.937573557,6.753582818
620,160.1182252,0.001102129,0.305948106,675.4053176,2567.872699,676.0886374,2757.560524,1.943960185,6.748087882
630,160.7487736,0.001102879,0.30135587,678.1357216,2568.397161,678.8305356,2758.251359,1.950258565,6.742678155
640,161.3714027,0.001103624,0.296902175,680.8328921,2568.912012,681.5392113,2758.929404,1.956471326,6.737350934
650,161.9863363,0.001104362,0.292580772,683.4977664,2569.417534,684.2156016,2759.595036,1.96260098,6.732103639
660,162.5937884,0.001105094,0.288385783,686.131241,2569.913999,686.860603,2760.248616,1.968649928,6.72693381
670,163.1939637,0.00110582,0.284311677,688.7341744,2570.401664,689.4750739,2760.890488,1.974620467,6.721839098
680,163.7870587,0.001106541,0.280353241,691.3073892,2570.880777,692.0598368,2761.520981,1.980514792,6.716817261
690,164.3732615,0.001107256,0.27650556,693.851674,2571.351575,694.6156803,2762.140412,1.98633501,6.711866154
700,164.9527526,0.001107965,0.272763996,696.3677852,2571.814286,697.1433607,2762.749083,1.992083137,6.706983725
710,165.5257052,0.001108669,0.269124166,698.856449,2572.269126,699.6436042,2763.347284,1.997761106,6.702168011
720,166.0922859,0.001109368,0.265581928,701.318363,2572.716305,702.1171082,2763.935294,2.003370774,6.697417131
730,166.6526545,0.001110062,0.262133363,703.7541974,2573.156024,704.5645429,2764.513379,2.008913921,6.692729282
740,167.2069647,0.001110751,0.25877476,706.1645967,2573.588475,706.9865527,2765.081797,2.014392259,6.688102735
750,167.7553645,0.001111436,0.255502602,708.550181,2574.013843,709.3837577,2765.640794,2.019807433,6.683535833
760,168.2979962,0.001112115,0.252313554,710.9115471,2574.432307,711.7567546,2766.190608,2.025161023,6.679026982
770,168.8349969,0.00111279,0.249204454,713.2492699,2574.844037,714.1061181,2766.731466,2.030454552,6.674574654
780,169.3664988,0.00111346,0.246172295,715.5639032,2575.249198,716.4324022,2767.263589,2.035689485,6.670177377
790,169.8926292,0.001114126,0.243214224,717.8559809,2575.64795,718.7361407,2767.787187,2.040867233,6.665833739
800,170.4135108,0.001114788,0.240327525,720.1260181,2576.040445,721.0178484,2768.302465,2.045989154,6.66154238
810,170.9292622,0.001115445,0.237509615,722.3745117,2576.42683,723.2780223,2768.809619,2.051056559,6.65730199
820,171.4399978,0.001116098,0.234758036,724.6019412,2576.807249,725.517142,2769.308838,2.056070713,6.653111308
830,171.9458279,0.001116748,0.232070444,726.8087701,2577.181837,727.7356707,2769.800306,2.061032835,6.648969121
840,172.4468594,0.001117393,0.229444607,728.9954459,2577.550728,729.9340559,2770.284199,2.065944101,6.644874258
850,172.9431954,0.001118034,0.226878396,731.1624012,2577.91405,732.1127302,2770.760686,2.07080565,6.640825589
860,173.4349356,0.001118672,0.224369778,733.3100544,2578.271925,734.2721121,2771.229934,2.07561858,6.636822026
870,173.9221765,0.001119305,0.221916812,735.4388104,2578.624473,736.4126061,2771.6921,2.080383951,6.632862518
880,174.4050114,0.001119935,0.219517645,737.5490606,2578.97181,738.5346038,2772.147338,2.085102792,6.628946048
890,174.8835308,0.001120562,0.217170506,739.6411843,2579.314048,740.6384844,2772.595798,2.089776095,6.625071638
900,175.3578221,0.001121185,0.2148737,741.7155487,2579.651293,742.7246151,2773.037623,2.094404821,6.62123834
910,175.8279702,0.001121804,0.212625606,743.7725096,2579.983651,744.7933516,2773.472952,2.0989899,6.617445238
920,176.2940572,0.00112242,0.210424671,745.8124118,2580.311223,746.8450386,2773.901921,2.103532233,6.613691447
930,176.7561628,0.001123033,0.20826941,747.8355896,2580.634107,748.8800104,2774.324659,2.108032693,6.609976109
940,177.2143643,0.001123643,0.206158399,749.8423671,2580.952398,750.8985912,2774.741293,2.112492124,6.606298395
950,177.6687365,0.001124249,0.204090272,751.8330589,2581.266188,752.9010953,2775.151947,2.116911348,6.602657504
960,178.1193523,0.001124852,0.202063721,753.8079702,2581.575566,754.8878281,2775.556738,2.121291158,6.599052657
970,178.5662822,0.001125452,0.200077488,755.7673974,2581.880619,756.8590858,2775.955783,2.125632327,6.595483101
980,179.0095947,0.001126049,0.198130369,757.7116282,2582.181431,758.8151561,2776.349192,2.129935601,6.591948108
990,179.4493566,0.001126643,0.196221205,759.6409421,2582.478082,760.7563184,2776.737075,2.134201707,6.588446968
1000,179.8856324,0.001127234,0.194348884,761.5556106,2582.770653,762.6828443,2777.119538,2.138431351,6.584978996
1020,180.7479757,0.001128407,0.190710536,765.3420602,2583.343859,766.4930354,2777.868606,2.14678397,6.578139916
1040,181.5971071,0.001129569,0.187207256,769.0730025,2583.901635,770.2477544,2778.597181,2.154998706,6.571425775
1060,182.433483,0.00113072,0.183831571,772.7503539,2584.444538,773.9489176,2779.306003,2.163080519,6.564831774
1080,183.2575359,0.001131861,0.180576556,776.3759299,2584.973093,777.59834,2779.995774,2.1710341,6.558353385
1100,184.0696757,0.001132992,0.177435778,779.9514521,2585.487799,781.1977431,2780.667156,2.178863892,6.55198633
1125,185.0686885,0.001134391,0.173661383,784.352948,2586.112422,785.6291383,2781.481478,2.188483445,6.544177932
1150,186.0504111,0.001135776,0.170045387,788.6817958,2586.717008,789.9879382,2782.269203,2.197923893,6.536529754
1175,187.0155175,0.001137146,0.166577911,792.9408263,2587.30237,794.2769734,2783.031416,2.207192508,6.529034848
1200,187.9646416,0.001138503,0.163249884,797.1327025,2587.869273,798.4989063,2783.769133,2.21629612,6.521686702
1225,188.8983804,0.001139847,0.160052962,801.2599325,2588.418434,802.6562446,2784.483312,2.225241148,6.514479213
1250,189.8172967,0.001141177,0.156979458,805.3248815,2588.950529,806.7513532,2785.174852,2.23403364,6.507406647
1275,190.7219219,0.001142496,0.154022279,809.3297828,2589.466196,810.7864648,2785.844602,2.242679296,6.500463613
1300,191.6127585,0.001143802,0.151174867,813.2767473,2589.966034,814.7636901,2786.493361,2.251183495,6.493645036
1325,192.4902817,0.001145097,0.148431151,817.1677728,2590.450611,818.6850265,2787.121886,2.259551322,6.48694613
1350,193.3549417,0.001146381,0.145785502,821.0047519,2590.920464,822.5523661,2787.730892,2.267787585,6.480362381
1375,194.2071655,0.001147654,0.143232693,824.7894793,2591.376101,826.3675034,2788.321054,2.275896839,6.473889523
1400,195.0473583,0.001148916,0.140767866,828.5236587,2591.818002,830.1321416,2788.893014,2.2838834,6.467523524
1425,195.875905,0.001150169,0.138386494,832.2089087,2592.246625,833.8478993,2789.447379,2.291751365,6.461260564
1450,196.6931718,0.001151411,0.136084362,835.8467689,2592.662402,837.5163155,2789.984727,2.299504622,6.455097025
1475,197.4995071,0.001152645,0.133857532,839.4387047,2593.065746,841.1388554,2790.505606,2.307146872,6.449029475
1500,198.2952429,0.001153868,0.131702326,842.9861122,2593.457047,844.7169148,2791.010536,2.31468163,6.443054656
1525,199.0806956,0.001155083,0.129615302,846.4903225,2593.83668,848.2518245,2791.500016,2.32211225,6.437169472
1550,199.8561673,0.001156289,0.127593238,849.9526059,2594.204998,851.7448545,2791.974516,2.329441922,6.431370979
1575,200.6219462,0.001157487,0.12563311,853.3741754,2594.56234,855.1972176,2792.434489,2.336673693,6.425656374
1600,201.378308,0.001158677,0.123732083,856.7561903,2594.90903,858.6100728,2792.880364,2.34381047,6.420022988
1625,202.1255161,0.001159858,0.121887492,860.0997594,2595.245376,861.9845288,2793.312551,2.350855029,6.414468277
1650,202.8638228,0.001161032,0.120096831,863.4059438,2595.571673,865.3216463,2793.731444,2.357810025,6.408989813
1675,203.5934694,0.001162198,0.11835774,866.6757599,2595.888202,868.6224414,2794.137417,2.364677996,6.403585279
1700,204.3146875,0.001163357,0.116667997,869.9101816,2596.195234,871.8878879,2794.530829,2.371461374,6.39825246
1725,205.027699,0.001164508,0.115025506,873.1101428,2596.493026,875.1189196,2794.912023,2.378162487,6.39298924
1750,205.7327167,0.001165653,0.113428288,876.2765399,2596.781826,878.3164323,2795.28133,2.384783565,6.387793593
1775,206.4299451,0.001166791,0.111874475,879.4102331,2597.061871,881.4812865,2795.639065,2.39132675,6.382663583
1800,207.1195805,0.001167922,0.1103623,882.5120493,2597.333389,884.6143084,2795.98553,2.397794093,6.377597351
1825,207.8018116,0.001169046,0.108890092,885.582783,2597.596599,887.7162927,2796.321016,2.404187568,6.372593118
1850,208.4768201,0.001170165,0.107456267,888.6231985,2597.851709,890.7880032,2796.645802,2.410509068,6.367649179
1875,209.1447804,0.001171277,0.106059326,891.6340311,2598.098921,893.8301753,2796.960157,2.416760415,6.362763894
1900,209.8058608,0.001172383,0.104697846,894.615989,2598.33843,896.8435167,2797.264337,2.422943361,6.357935693
1925,210.4602232,0.001173483,0.103370478,897.5697542,2598.570421,899.8287095,2797.558591,2.42905959,6.353163065
1950,211.1080236,0.001174578,0.10207594,900.4959841,2598.795074,902.7864108,2797.843158,2.435110724,6.348444558
1975,211.7494126,0.001175667,0.100813015,903.3953124,2599.012563,905.7172543,2798.118268,2.441098329,6.343778776
2000,212.3845353,0.00117675,0.099580544,906.2683506,2599.223052,908.6218511,2798.38414,2.447023908,6.339164377
2025,213.0135318,0.001177828,0.098377426,909.115689,2599.426703,911.5007914,2798.64099,2.452888916,6.334600068
2050,213.6365373,0.001178901,0.097202611,911.9378972,2599.62367,914.3546448,2798.889022,2.458694752,6.330084603
2075,214.2536825,0.001179969,0.0960551,914.7355256,2599.814102,917.1839614,2799.128435,2.464442769,6.325616784
2100,214.8650936,0.001181032,0.094933941,917.5091063,2599.998144,919.9892732,2799.35942,2.470134272,6.321195455
2125,215.4708926,0.00118209,0.093838225,920.2591533,2600.175935,922.7710942,2799.582163,2.475770522,6.316819499
2150,216.0711976,0.001183143,0.092767085,922.9861642,2600.347608,925.5299216,2799.796841,2.481352736,6.312487842
2175,216.6661227,0.001184191,0.091719694,925.6906201,2600.513294,928.2662365,2800.003627,2.486882093,6.308199446
2200,217.2557784,0.001185235,0.09069526,928.3729869,2600.673117,930.9805046,2800.202688,2.492359731,6.303953308
2225,217.8402718,0.001186275,0.089693027,931.0337156,2600.8272,933.6731769,2800.394185,2.497786752,6.299748459
2250,218.4197066,0.00118731,0.088712274,933.6732431,2600.975659,936.3446901,2800.578275,2.503164222,6.295583964
2275,218.994183,0.001188341,0.087752307,936.2919928,2601.118609,938.9954675,2800.755107,2.508493174,6.291458918
2300,219.5637985,0.001189367,0.086812465,938.890375,2601.256158,941.6259194,2800.924829,2.513774607,6.287372446
2325,220.1286475,0.00119039,0.085892115,941.4687878,2601.388414,944.2364435,2801.087581,2.519009489,6.283323702
2350,220.6888215,0.001191408,0.084990647,944.0276172,2601.51548,946.8274259,2801.2435,2.52419876,6.279311867
2375,221.2444093,0.001192422,0.08410748,946.5672377,2601.637456,949.3992409,2801.392721,2.52934333,6.275336148
2400,221.7954972,0.001193433,0.083242055,949.0880129,2601.754438,951.9522521,2801.53537,2.53444408,6.271395777
2425,222.3421688,0.00119444,0.082393837,951.5902959,2601.86652,954.4868124,2801.671574,2.539501868,6.267490009
2450,222.8845054,0.001195443,0.08156231,954.0744295,2601.973795,957.0032645,2801.801453,2.544517525,6.263618124
2475,223.4225861,0.001196442,0.08074698,956.5407468,2602.076349,959.5019415,2801.925125,2.549491857,6.259779422
2500,223.9564875,0.001197438,0.079947373,958.9895715,2602.17427,961.983167,2802.042704,2.554425647,6.255973226
2525,224.4862842,0.001198431,0.079163034,961.4212185,2602.26764,964.4472556,2802.1543,2.559319657,6.252198879
2550,225.0120489,0.001199419,0.078393522,963.8359936,2602.356541,966.8945133,2802.260021,2.564174625,6.248455741
2575,225.5338519,0.001200405,0.077638416,966.2341947,2602.44105,969.3252377,2802.359973,2.56899127,6.244743194
2600,226.0517621,0.001201387,0.076897311,968.6161112,2602.521245,971.7397182,2802.454255,2.573770291,6.241060637
2625,226.5658461,0.001202366,0.076169816,970.982025,2602.5972,974.1382366,2802.542967,2.578512367,6.237407485
2650,227.076169,0.001203342,0.075455554,973.3322106,2602.668987,976.5210672,2802.626205,2.583218159,6.23378317
2675,227.582794,0.001204315,0.074754163,975.666935,2602.736676,978.8884772,2802.704062,2.587888309,6.230187143
2700,228.0857829,0.001205284,0.074065294,977.9864584,2602.800336,981.2407265,2802.776629,2.592523443,6.226618866
2750,229.0810908,0.001207215,0.072723786,982.5809099,2602.915831,985.9007507,2802.906244,2.601691084,6.219563496
2800,230.0625549,0.001209134,0.07142848,987.1175165,2603.015984,990.5030905,2803.015727,2.610725766,6.212613059
2850,231.0306144,0.001211041,0.070176998,991.598133,2603.101279,995.0496001,2803.105723,2.619631932,6.20576377
2900,231.9856872,0.001212938,0.068967126,996.0245236,2603.172177,999.5420434,2803.176842,2.628413806,6.199012039
2950,232.9281711,0.001214824,0.067796797,1000.398368,2603.229112,1003.9821,2803.229664,2.637075401,6.192354464
3000,233.858445,0.001216701,0.066664079,1004.721268,2603.272502,1008.37137,2803.264739,2.645620539,6.185787811
3050,234.7768704,0.001218567,0.065567165,1008.99475,2603.302739,1012.71138,2803.282593,2.654052856,6.17930901
3100,235.6837921,0.001220425,0.064504362,1013.22027,2603.320202,1017.003587,2803.283724,2.662375823,6.172915138
3150,236.5795396,0.001222273,0.063474083,1017.399223,2603.325248,1021.249382,2803.268609,2.670592746,6.166603416
3200,237.4644277,0.001224113,0.062474838,1021.532937,2603.318218,1025.450097,2803.237701,2.678706784,6.160371194
3250,238.3387576,0.001225944,0.061505229,1025.622687,2603.299439,1029.607003,2803.191433,2.686720956,6.154215946
3300,239.2028175,0.001227767,0.060563938,1029.66969,2603.269222,1033.72132,2803.130218,2.694638147,6.148135262
3350,240.0568836,0.001229582,0.059649728,1033.675116,2603.227865,1037.794215,2803.054452,2.702461116,6.142126841
3400,240.9012205,0.001231389,0.05876143,1037.640082,2603.175651,1041.826806,2802.964512,2.710192508,6.136188482
3450,241.736082,0.00123319,0.057897944,1041.565664,2603.112854,1045.820168,2802.860759,2.717834853,6.130318085
3500,242.5617116,0.001234983,0.05705823,1045.45289,2603.039734,1049.77533,2802.743541,2.725390579,6.124513636
3550,243.3783432,0.001236769,0.056241309,1049.302751,2602.95654,1053.693281,2802.613187,2.732862015,6.118773208
3600,244.1862014,0.001238548,0.055446251,1053.116199,2602.863512,1057.574973,2802.470016,2.740251396,6.113094958
3650,244.9855024,0.001240322,0.054672179,1056.894146,2602.760878,1061.42132,2802.314331,2.747560867,6.107477114
3700,245.7764537,0.001242089,0.053918261,1060.637474,2602.648859,1065.233201,2802.146427,2.754792491,6.101917979
3750,246.5592555,0.001243849,0.053183711,1064.347028,2602.527666,1069.011464,2801.966581,2.761948252,6.096415924
3800,247.3341002,0.001245605,0.05246778,1068.023626,2602.397502,1072.756923,2801.775066,2.769030056,6.090969385
3850,248.1011733,0.001247354,0.05176976,1071.668051,2602.258562,1076.470364,2801.572138,2.776039739,6.085576857
3900,248.8606536,0.001249098,0.051088978,1075.281063,2602.111032,1080.152545,2801.358046,2.782979071,6.080236895
3950,249.6127134,0.001250837,0.050424794,1078.863391,2601.955093,1083.804197,2801.133031,2.789849754,6.074948109
4000,250.3575191,0.001252571,0.049776601,1082.415742,2601.790918,1087.426024,2800.897322,2.796653429,6.06970916
4050,251.0952312,0.001254299,0.049143819,1085.938794,2601.618675,1091.018707,2800.651141,2.803391682,6.064518758
4100,251.8260047,0.001256023,0.048525897,1089.433208,2601.438522,1094.582904,2800.394701,2.810066039,6.059375663
4150,252.5499892,0.001257743,0.047922311,1092.899616,2601.250616,1098.119249,2800.128207,2.816677975,6.054278678
4200,253.2673297,0.001259458,0.04733256,1096.338635,2601.055104,1101.628358,2799.851858,2.823228915,6.049226648
4250,253.9781659,0.001261169,0.046756168,1099.750857,2600.85213,1105.110823,2799.565844,2.829720234,6.044218459
4300,254.6826333,0.001262875,0.046192678,1103.136858,2600.641834,1108.567221,2799.270349,2.836153262,6.039253037
4350,255.3808627,0.001264578,0.045641656,1106.497193,2600.424347,1111.998106,2798.965552,2.842529286,6.034329344
4400,256.072981,0.001266276,0.045102687,1109.832402,2600.1998,1115.404018,2798.651622,2.848849547,6.029446376
4450,256.7591109,0.001267971,0.044575373,1113.143006,2599.968315,1118.785478,2798.328726,2.855115252,6.024603166
4500,257.4393713,0.001269663,0.044059335,1116.42951,2599.730014,1122.142993,2797.997022,2.861327563,6.019798774
4550,258.1138775,0.001271351,0.04355421,1119.692405,2599.485012,1125.477051,2797.656666,2.86748761,6.015032296
4600,258.7827412,0.001273035,0.043059649,1122.932166,2599.23342,1128.788129,2797.307805,2.873596486,6.010302854
4650,259.4460707,0.001274717,0.04257532,1126.149254,2598.975348,1132.076687,2796.950584,2.879655249,6.005609598
4700,260.1039711,0.001276395,0.042100903,1129.344116,2598.710898,1135.343173,2796.585142,2.885664928,6.000951707
4750,260.7565445,0.00127807,0.041636093,1132.517187,2598.440172,1138.588021,2796.211613,2.891626517,5.996328383
4800,261.4038897,0.001279743,0.041180595,1135.668888,2598.163269,1141.811653,2795.830127,2.897540983,5.991738854
4850,262.0461029,0.001281412,0.04073413,1138.799629,2597.880281,1145.014478,2795.44081,2.903409264,5.987182372
4900,262.6832775,0.001283079,0.040296425,1141.909807,2597.5913,1148.196896,2795.043783,2.90923227,5.982658211
4950,263.3155042,0.001284744,0.039867222,1144.999811,2597.296415,1151.359292,2794.639163,2.915010883,5.978165666
5000,263.9428712,0.001286406,0.039446271,1148.070014,2596.99571,1154.502042,2794.227066,2.920745964,5.973704054
5050,264.5654641,0.001288065,0.039033333,1151.120785,2596.689269,1157.625514,2793.807601,2.926438346,5.96927271
5100,265.1833663,0.001289723,0.038628177,1154.152477,2596.377171,1160.730062,2793.380874,2.93208884,5.964870991
5150,265.7966589,0.001291378,0.038230581,1157.165438,2596.059494,1163.816034,2792.946989,2.937698234,5.96049827
5200,266.4054207,0.001293031,0.037840333,1160.160005,2595.736313,1166.883766,2792.506046,2.943267295,5.956153938
5250,267.0097286,0.001294682,0.037457227,1163.136505,2595.407701,1169.933587,2792.058142,2.948796768,5.951837405
5300,267.6096572,0.001296332,0.037081065,1166.095259,2595.073727,1172.965816,2791.603371,2.954287379,5.947548094
5350,268.2052793,0.001297979,0.036711657,1169.036578,2594.734459,1175.980766,2791.141823,2.959739835,5.943285445
5400,268.7966658,0.001299625,0.036348819,1171.960765,2594.389965,1178.97874,2790.673588,2.965154823,5.939048916
5450,269.3838858,0.001301269,0.035992375,1174.868116,2594.040307,1181.960033,2790.198749,2.970533012,5.934837975
