P,T,VL,VV,UL,UV,HL,HV,SL,SV
5500,269.9670065,0.001302912,0.035642153,1177.758919,2593.685547,1184.924935,2789.717391,2.975875055,5.930652107
5550,270.5460936,0.001304553,0.035297991,1180.633456,2593.325746,1187.873726,2789.229594,2.981181588,5.92649081
5600,271.1212109,0.001306193,0.034959727,1183.492,2592.960962,1190.806682,2788.735434,2.98645323,5.922353594
5650,271.6924208,0.001307832,0.03462721,1186.33482,2592.591251,1193.724069,2788.234988,2.991690584,5.918239982
5700,272.2597841,0.001309469,0.034300292,1189.162176,2592.216667,1196.626151,2787.72833,2.99689424,5.91414951
5750,272.8233603,0.001311106,0.033978829,1191.974324,2591.837264,1199.513181,2787.215529,3.002064772,5.910081725
5800,273.383207,0.001312741,0.033662683,1194.771512,2591.453094,1202.385409,2786.696655,3.007202739,5.906036184
5850,273.9393809,0.001314375,0.033351721,1197.553983,2591.064205,1205.243078,2786.171774,3.012308689,5.902012458
5900,274.4919372,0.001316009,0.033045815,1200.321975,2590.670646,1208.086426,2785.640952,3.017383155,5.898010125
5950,275.0409296,0.001317641,0.032744838,1203.07572,2590.272464,1210.915685,2785.104251,3.022426658,5.894028775
6000,275.5864108,0.001319273,0.032448671,1205.815444,2589.869705,1213.731082,2784.561732,3.027439705,5.890068009
6050,276.1284321,0.001320904,0.032157197,1208.541369,2589.462412,1216.53284,2784.013455,3.032422794,5.886127435
6100,276.6670438,0.001322535,0.031870303,1211.253712,2589.050628,1219.321174,2783.459476,3.03737641,5.882206671
6150,277.2022949,0.001324165,0.031587879,1213.952684,2588.634394,1222.096298,2782.899852,3.042301026,5.878305344
6200,277.7342333,0.001325794,0.03130982,1216.638492,2588.213752,1224.858418,2782.334637,3.047197106,5.874423091
6250,278.2629059,0.001327424,0.031036023,1219.31134,2587.788739,1227.607738,2781.763883,3.052065103,5.870559555
6300,278.7883586,0.001329052,0.030766388,1221.971425,2587.359393,1230.344455,2781.187641,3.056905458,5.866714388
6350,279.3106361,0.001330681,0.03050082,1224.618942,2586.925752,1233.068766,2780.60596,3.061718604,5.862887249
6400,279.8297823,0.001332309,0.030239225,1227.25408,2586.48785,1235.78086,2780.018889,3.066504966,5.859077807
6450,280.34584,0.001333938,0.029981512,1229.877025,2586.045723,1238.480922,2779.426474,3.071264956,5.855285736
6500,280.8588512,0.001335566,0.029727593,1232.48796,2585.599403,1241.169137,2778.82876,3.075998979,5.851510717
6550,281.3688569,0.001337194,0.029477385,1235.087062,2585.148923,1243.845681,2778.225792,3.080707433,5.847752439
6600,281.8758973,0.001338822,0.029230802,1237.674507,2584.694315,1246.510732,2777.617611,3.085390704,5.844010598
6650,282.3800118,0.00134045,0.028987767,1240.250465,2584.235608,1249.164459,2777.004259,3.090049174,5.840284894
6700,282.8812389,0.001342079,0.0287482,1242.815104,2583.772834,1251.807031,2776.385776,3.094683212,5.836575036
6750,283.3796161,0.001343707,0.028512027,1245.368588,2583.306019,1254.438613,2775.762202,3.099293184,5.832880737
6800,283.8751806,0.001345336,0.028279174,1247.911079,2582.835193,1257.059366,2775.133573,3.103879446,5.829201718
6850,284.3679684,0.001346966,0.028049569,1250.442735,2582.360381,1259.669449,2774.499927,3.108442348,5.825537704
6900,284.858015,0.001348595,0.027823143,1252.963709,2581.881611,1262.269017,2773.861299,3.112982231,5.821888425
6950,285.3453551,0.001350225,0.02759983,1255.474155,2581.398907,1264.858222,2773.217724,3.117499431,5.818253619
7000,285.8300228,0.001351856,0.027379563,1257.974221,2580.912294,1267.437214,2772.569235,3.121994277,5.814633028
7050,286.3120514,0.001353487,0.027162279,1260.464053,2580.421797,1270.006139,2771.915864,3.12646709,5.811026397
7100,286.7914735,0.001355119,0.026947917,1262.943794,2579.927437,1272.565141,2771.257644,3.130918188,5.807433478
7150,287.2683213,0.001356752,0.026736415,1265.413586,2579.429237,1275.114362,2770.594605,3.135347879,5.803854028
7200,287.7426261,0.001358385,0.026527716,1267.873566,2578.927219,1277.65394,2769.926775,3.139756468,5.800287809
7250,288.2144188,0.001360019,0.026321763,1270.32387,2578.421404,1280.184011,2769.254186,3.144144252,5.796734584
7300,288.6837296,0.001361654,0.0261185,1272.764632,2577.911811,1282.704709,2768.576863,3.148511523,5.793194126
7350,289.1505881,0.00136329,0.025917874,1275.195981,2577.398462,1285.216164,2767.894834,3.15285857,5.789666208
7400,289.6150235,0.001364927,0.025719831,1277.618046,2576.881374,1287.718507,2767.208125,3.157185672,5.786150608
7450,290.0770642,0.001366565,0.025524322,1280.030954,2576.360566,1290.211863,2766.516762,3.161493107,5.782647109
7500,290.5367384,0.001368204,0.025331295,1282.434827,2575.836056,1292.696357,2765.820769,3.165781145,5.779155497
7550,290.9940734,0.001369844,0.025140703,1284.829789,2575.30786,1295.172112,2765.120171,3.170050053,5.775675563
7600,291.4490962,0.001371485,0.024952499,1287.215958,2574.775997,1297.639246,2764.414989,3.174300093,5.7722071
7650,291.9018334,0.001373128,0.024766636,1289.593452,2574.24048,1300.09788,2763.705247,3.17853152,5.768749907
7700,292.3523109,0.001374772,0.02458307,1291.962387,2573.701327,1302.548128,2762.990966,3.182744587,5.765303784
7750,292.8005543,0.001376417,0.024401757,1294.322876,2573.158551,1304.990105,2762.272166,3.186939543,5.761868537
7800,293.2465886,0.001378063,0.024222654,1296.675031,2572.612168,1307.423923,2761.548869,3.191116629,5.758443971
7850,293.6904385,0.001379711,0.02404572,1299.018961,2572.062191,1309.849692,2760.821093,3.195276086,5.7550299
7900,294.1321281,0.00138136,0.023870914,1301.354776,2571.508633,1312.267522,2760.088858,3.199418148,5.751626137
7950,294.5716812,0.001383011,0.023698198,1303.68258,2570.951508,1314.677519,2759.352181,3.203543046,5.7482325
8000,295.0091212,0.001384664,0.023527532,1306.002479,2570.390827,1317.079789,2758.611081,3.207651008,5.744848809
8050,295.444471,0.001386318,0.023358878,1308.314575,2569.826603,1319.474434,2757.865573,3.211742256,5.741474887
8100,295.8777531,0.001387974,0.023192201,1310.61897,2569.258847,1321.861557,2757.115675,3.21581701,5.73811056
8150,296.3089897,0.001389631,0.023027464,1312.915763,2568.68757,1324.241257,2756.361403,3.219875486,5.734755657
8200,296.7382026,0.00139129,0.022864633,1315.205053,2568.112783,1326.613635,2755.60277,3.223917896,5.731410011
8250,297.1654131,0.001392952,0.022703673,1317.486935,2567.534495,1328.978786,2754.839793,3.227944448,5.728073454
8300,297.5906424,0.001394615,0.02254455,1319.761505,2566.952716,1331.336806,2754.072485,3.231955349,5.724745824
8350,298.013911,0.00139628,0.022387234,1322.028856,2566.367455,1333.687791,2753.300858,3.235950801,5.72142696
8400,298.4352394,0.001397947,0.022231691,1324.289081,2565.778721,1336.031832,2752.524928,3.239931001,5.718116703
8450,298.8546475,0.001399615,0.022077891,1326.54227,2565.186523,1338.369021,2751.744704,3.243896146,5.714814898
8500,299.272155,0.001401287,0.021925804,1328.788512,2564.590868,1340.699448,2750.9602,3.247846428,5.71152139
8550,299.6877813,0.00140296,0.021775399,1331.027897,2563.991763,1343.023202,2750.171427,3.251782038,5.708236029
8600,300.1015454,0.001404635,0.021626649,1333.26051,2563.389216,1345.340371,2749.378395,3.255703161,5.704958664
8650,300.5134661,0.001406313,0.021479524,1335.486436,2562.783234,1347.65104,2748.581114,3.259609981,5.701689149
8700,300.9235617,0.001407992,0.021333997,1337.705761,2562.173822,1349.955295,2747.779595,3.26350268,5.698427339
8750,301.3318504,0.001409675,0.021190041,1339.918568,2561.560987,1352.253219,2746.973846,3.267381435,5.695173089
8800,301.73835,0.001411359,0.02104763,1342.124937,2560.944733,1354.544896,2746.163876,3.271246423,5.691926259
8850,302.1430782,0.001413046,0.020906737,1344.32495,2560.325067,1356.830407,2745.349694,3.275097815,5.688686709
8900,302.5460521,0.001414735,0.020767339,1346.518687,2559.701993,1359.109831,2744.531306,3.278935783,5.685454302
8950,302.9472888,0.001416427,0.020629409,1348.706226,2559.075514,1361.383249,2743.708721,3.282760495,5.682228901
9000,303.346805,0.001418122,0.020492923,1350.887644,2558.445636,1363.650738,2742.881946,3.286572115,5.679010374
9050,303.7446172,0.001419819,0.020357859,1353.063018,2557.812361,1365.912376,2742.050985,3.290370807,5.675798586
9100,304.1407417,0.001421518,0.020224193,1355.232423,2557.175693,1368.168239,2741.215846,3.294156732,5.672593408
9150,304.5351944,0.001423221,0.020091901,1357.395933,2556.535635,1370.418402,2740.376533,3.297930047,5.669394711
9200,304.9279911,0.001424926,0.019960963,1359.553622,2555.892188,1372.662939,2739.533051,3.30169091,5.666202366
9250,305.3191472,0.001426634,0.019831357,1361.705562,2555.245356,1374.901923,2738.685405,3.305439473,5.663016247
9300,305.7086781,0.001428344,0.01970306,1363.851824,2554.595139,1377.135427,2737.833599,3.30917589,5.65983623
9350,306.0965988,0.001430058,0.019576053,1365.99248,2553.941539,1379.363523,2736.977636,3.31290031,5.656662191
9400,306.482924,0.001431775,0.019450315,1368.127598,2553.284557,1381.586279,2736.117518,3.316612881,5.653494009
9450,306.8676684,0.001433494,0.019325826,1370.257248,2552.624194,1383.803768,2735.25325,3.320313748,5.650331562
9500,307.2508464,0.001435217,0.019202567,1372.381497,2551.96045,1386.016056,2734.384832,3.324003055,5.647174731
9550,307.6324721,0.001436942,0.019080518,1374.500412,2551.293324,1388.223212,2733.512266,3.327680944,5.644023399
9600,308.0125594,0.001438671,0.01895966,1376.614059,2550.622816,1390.425303,2732.635554,3.331347556,5.640877447
9650,308.3911222,0.001440403,0.018839976,1378.722505,2549.948925,1392.622395,2731.754696,3.335003029,5.63773676
9700,308.768174,0.001442138,0.018721448,1380.825813,2549.27165,1394.814555,2730.869692,3.338647498,5.634601224
9750,309.1437281,0.001443877,0.018604057,1382.924048,2548.590989,1397.001847,2729.980543,3.3422811,5.631470725
9800,309.5177977,0.001445619,0.018487786,1385.017272,2547.90694,1399.184334,2729.087246,3.345903966,5.62834515
9850,309.8903957,0.001447364,0.018372619,1387.105548,2547.219502,1401.362081,2728.189803,3.349516229,5.625224387
9900,310.2615351,0.001449112,0.018258539,1389.188938,2546.52867,1403.53515,2727.288209,3.353118018,5.622108327
9950,310.6312284,0.001450864,0.01814553,1391.267502,2545.834442,1405.703602,2726.382465,3.356709461,5.618996858
10000,310.999488,0.00145262,0.018033575,1393.341302,2545.136814,1407.867501,2725.472566,3.360290685,5.615889874
10100,311.7317551,0.001456142,0.017812767,1397.474843,2543.731345,1412.181875,2723.640296,3.367422976,5.609688924
10200,312.4584325,0.001459678,0.017595994,1401.590032,2542.312225,1416.478751,2721.791367,3.374515874,5.603504624
10300,313.1796137,0.00146323,0.017383139,1405.687329,2540.879413,1420.758596,2719.925745,3.381570341,5.597336132
10400,313.8953895,0.001466797,0.017174089,1409.767183,2539.432861,1425.02187,2718.043383,3.388587317,5.591182618
10500,314.6058484,0.00147038,0.016968735,1413.830036,2537.972516,1429.269023,2716.144231,3.395567721,5.585043263
10600,315.3110765,0.001473979,0.016766973,1417.876321,2536.498316,1433.500498,2714.228229,3.402512453,5.578917257
10700,316.0111578,0.001477595,0.016568702,1421.906464,2535.010195,1437.716729,2712.295309,3.409422397,5.572803797
10800,316.7061737,0.001481228,0.016373826,1425.920882,2533.508079,1441.918144,2710.345396,3.416298416,5.566702089
10900,317.3962038,0.001484879,0.016182249,1429.919987,2531.991889,1446.105163,2708.378408,3.423141359,5.560611347
11000,318.0813257,0.001488547,0.015993883,1433.904182,2530.461538,1450.2782,2706.394253,3.429952058,5.554530789
11100,318.7616148,0.001492234,0.015808639,1437.873864,2528.916934,1454.437665,2704.392832,3.436731331,5.548459639
11200,319.4371447,0.00149594,0.015626434,1441.829427,2527.357977,1458.583959,2702.37404,3.443479983,5.542397126
11300,320.1079872,0.001499666,0.015447186,1445.771257,2525.78456,1462.717481,2700.337759,3.450198805,5.536342482
11400,320.7742122,0.001503411,0.015270816,1449.699736,2524.196569,1466.838624,2698.283868,3.456888575,5.530294943
11500,321.4358881,0.001507177,0.015097248,1453.615242,2522.593885,1470.947777,2696.212235,3.463550062,5.524253746
11600,322.0930813,0.001510964,0.014926409,1457.518146,2520.97638,1475.045324,2694.122719,3.470184023,5.518218132
11700,322.7458569,0.001514772,0.014758227,1461.40882,2519.343919,1479.131647,2692.015172,3.476791205,5.512187341
11800,323.3942782,0.001518602,0.014592634,1465.287628,2517.69636,1483.207126,2689.889438,3.483372348,5.506160617
11900,324.0384072,0.001522454,0.014429563,1469.154934,2516.033555,1487.272137,2687.74535,3.489928182,5.5001372
12000,324.6783043,0.001526329,0.014268949,1473.011099,2514.355347,1491.327052,2685.582734,3.496459431,5.494116332
12100,325.3140285,0.001530229,0.01411073,1476.85648,2512.661572,1495.372245,2683.401409,3.502966811,5.488097255
12200,325.9456374,0.001534152,0.013954846,1480.691434,2510.952061,1499.408087,2681.201181,3.509451033,5.482079207
12300,326.5731874,0.0015381,0.013801237,1484.516316,2509.226633,1503.434946,2678.981851,3.515912803,5.476061428
12400,327.1967334,0.001542074,0.013649847,1488.33148,2507.485102,1507.453192,2676.743209,3.522352822,5.470043153
12500,327.8163293,0.001546073,0.013500621,1492.137279,2505.727277,1511.463194,2674.485038,3.528771788,5.464023615
12600,328.4320275,0.0015501,0.013353504,1495.934066,2503.952954,1515.465321,2672.20711,3.535170396,5.458002045
12700,329.0438795,0.001554153,0.013208446,1499.722194,2502.161925,1519.459943,2669.90919,3.541549338,5.451977671
12800,329.6519354,0.001558236,0.013065395,1503.502015,2500.353975,1523.44743,2667.591033,3.547909305,5.445949715
12900,330.2562444,0.001562347,0.012924303,1507.273884,2498.528878,1527.428154,2665.252386,3.554250987,5.439917399
13000,330.8568544,0.001566487,0.012785122,1511.038156,2496.686403,1531.402489,2662.892984,3.560575073,5.433879939
13100,331.4538126,0.001570658,0.012647805,1514.795186,2494.826311,1535.370809,2660.512559,3.566882252,5.427836546
13200,332.0471647,0.001574861,0.012512309,1518.545333,2492.948355,1539.333493,2658.110828,3.573173217,5.421786428
13300,332.6369559,0.001579095,0.012378588,1522.288957,2491.052279,1543.290922,2655.687503,3.579448659,5.415728788
13400,333.2232301,0.001583363,0.012246602,1526.02642,2489.137823,1547.243479,2653.242286,3.585709272,5.409662823
13500,333.8060304,0.001587664,0.012116308,1529.758087,2487.204714,1551.191552,2650.774869,3.591955755,5.403587727
13600,334.385399,0.001592,0.011987666,1533.484328,2485.252677,1555.135531,2648.284938,3.598188809,5.397502688
13700,334.9613771,0.001596372,0.011860638,1537.205512,2483.281425,1559.075811,2645.772167,3.604409136,5.391406887
13800,335.5340051,0.001600781,0.011735185,1540.922014,2481.290667,1563.012792,2643.236225,3.610617448,5.385299503
13900,336.1033227,0.001605227,0.011611271,1544.634215,2479.280101,1566.946877,2640.676769,3.616814456,5.379179707
14000,336.6693686,0.001609713,0.011488859,1548.342496,2477.24942,1570.878476,2638.093448,3.623000882,5.373046665
14100,337.2321808,0.001614238,0.011367915,1552.047244,2475.19831,1574.808004,2635.485906,3.62917745,5.366899538
14200,337.7917965,0.001618805,0.011248403,1555.748853,2473.126447,1578.735879,2632.853774,3.635344892,5.360737481
14300,338.3482521,0.001623413,0.011130292,1559.447717,2471.033502,1582.662528,2630.196677,3.641503946,5.354559644
14400,338.9015833,0.001628065,0.011013548,1563.144239,2468.919138,1586.588382,2627.514232,3.647655357,5.348365171
14500,339.4518252,0.001632762,0.01089814,1566.838825,2466.78301,1590.513878,2624.806047,3.653799878,5.342153199
14600,339.999012,0.001637505,0.010784038,1570.531888,2464.624768,1594.439462,2622.071722,3.65993827,5.335922862
14700,340.5431774,0.001642295,0.010671211,1574.223846,2462.444053,1598.365584,2619.310851,3.666071301,5.329673287
14800,341.0843543,0.001647134,0.010559629,1577.915121,2460.2405,1602.292701,2616.523016,3.672199748,5.323403595
14900,341.622575,0.001652022,0.010449266,1581.606143,2458.013736,1606.221277,2613.707796,3.678324397,5.317112903
15000,342.1578712,0.001656963,0.010340092,1585.297347,2455.763383,1610.151786,2610.864759,3.684446043,5.310800319
15100,342.6902741,0.001661956,0.01023208,1588.989173,2453.489055,1614.084704,2607.993467,3.690565487,5.304464951
15200,343.2198139,0.001667003,0.010125205,1592.68207,2451.190359,1618.020518,2605.093474,3.696683543,5.298105897
15300,343.7465207,0.001672107,0.01001944,1596.376489,2448.866897,1621.95972,2602.164326,3.702801031,5.291722251
15400,344.2704236,0.001677268,0.00991476,1600.07289,2446.518264,1625.902812,2599.205565,3.708918782,5.285313103
15500,344.7915516,0.001682488,0.00981114,1603.771737,2444.144046,1629.850299,2596.216721,3.715037635,5.278877536
15600,345.3099327,0.001687769,0.009708557,1607.473502,2441.743827,1633.802698,2593.197322,3.721158438,5.27241463
15700,345.8255947,0.001693113,0.009606987,1611.17866,2439.317181,1637.76053,2590.146884,3.727282048,5.265923457
15800,346.3385646,0.001698521,0.009506408,1614.887696,2436.863678,1641.724323,2587.06492,3.733409331,5.259403087
15900,346.8488692,0.001703995,0.009406796,1618.601096,2434.382882,1645.694613,2583.950936,3.739541162,5.252852582
16000,347.3565344,0.001709537,0.00930813,1622.319354,2431.874348,1649.671943,2580.804428,3.745678423,5.246271002
16100,347.8615861,0.001715149,0.009210389,1626.042969,2429.33763,1653.656862,2577.62489,3.751822004,5.239657399
16200,348.3640493,0.001720832,0.009113552,1629.772445,2426.772271,1657.649925,2574.411806,3.757972803,5.233010823
16300,348.8639488,0.001726589,0.009017598,1633.508289,2424.177812,1661.651694,2571.164656,3.764131725,5.226330318
16400,349.3613087,0.001732422,0.008922508,1637.251016,2421.553786,1665.662734,2567.882911,3.770299682,5.219614922
16500,349.8561529,0.001738332,0.008828262,1641.001142,2418.899719,1669.68362,2564.566039,3.776477591,5.21286367
16600,350.3485046,0.001744393,0.008735693,1644.793195,2416.236299,1673.750127,2561.248789,3.782715858,5.206133775
16700,350.8383869,0.001750491,0.008642987,1648.567199,2413.514113,1677.800396,2557.851991,3.788929187,5.199294869
16800,351.3258222,0.001756679,0.008551043,1652.352012,2410.756937,1681.864226,2554.414449,3.795158393,5.192410838
16900,351.8108326,0.001762962,0.008459837,1656.148351,2407.963886,1685.942419,2550.93512,3.801404744,5.185479932
17000,352.2934396,0.001769344,0.008369346,1659.956966,2405.134016,1690.035814,2547.412892,3.807669562,5.178500304
17100,352.7736647,0.001775827,0.008279548,1663.778641,2402.266325,1694.145287,2543.846583,3.813954231,5.171470003
17200,353.2515286,0.001782416,0.008190419,1667.614199,2399.359744,1698.271761,2540.234938,3.820260198,5.164386963
17300,353.7270517,0.001789115,0.008101936,1671.464503,2396.413136,1702.416202,2536.576621,3.826588979,5.157249004
17400,354.2002543,0.001795929,0.008014076,1675.330463,2393.425292,1706.579626,2532.870212,3.832942167,5.150053815
17500,354.6711559,0.001802861,0.007926816,1679.213033,2390.394923,1710.763108,2529.114198,3.839321441,5.142798949
17600,355.1397759,0.001809918,0.007840132,1683.113223,2387.320655,1714.967777,2525.306969,3.845728565,5.135481813
17700,355.6061332,0.001817103,0.007754,1687.032099,2384.201026,1719.194831,2521.44681,3.852165404,5.128099653
17800,356.0702465,0.001824424,0.007668395,1690.970788,2381.034473,1723.445535,2517.531892,3.85863393,5.120649545
17900,356.5321339,0.001831885,0.007583293,1694.930487,2377.81933,1727.721232,2513.560262,3.86513623,5.113128381
18000,356.9918133,0.001839494,0.007498668,1698.912465,2374.553813,1732.02335,2509.529835,3.87167452,5.105532848
18100,357.4493023,0.001847256,0.007414496,1702.918074,2371.236017,1736.353407,2505.43838,3.878251157,5.097859418
18200,357.9046178,0.001855179,0.007330748,1706.948755,2367.863897,1740.713022,2501.28351,3.884868648,5.09010432
18300,358.3577767,0.001863272,0.007247399,1711.006045,2364.435265,1745.103926,2497.062662,3.891529673,5.082263523
18400,358.8087954,0.001871542,0.00716442,1715.091591,2360.947765,1749.52797,2492.773087,3.898237095,5.074332711
18500,359.25769,0.001879999,0.007081782,1719.207158,2357.398866,1753.987141,2488.411828,3.904993985,5.066307252
18600,359.7044761,0.001888652,0.006999455,1723.354644,2353.785839,1758.483575,2483.9757,3.911803641,5.058182165
18700,360.1491691,0.001897512,0.006917408,1727.536093,2350.10574,1763.019573,2479.461264,3.918669614,5.049952088
18800,360.5917837,0.001906591,0.006835608,1731.753712,2346.355383,1767.597621,2474.864804,3.925595738,5.041611231
18900,361.0323347,0.0019159,0.00675402,1736.00989,2342.531314,1772.220411,2470.182291,3.932586162,5.033153331
19000,361.4708361,0.001925455,0.006672609,1740.307222,2338.629782,1776.890865,2465.409349,3.939645388,5.024571598
19100,361.9073017,0.001935269,0.006591336,1744.64853,2334.646702,1781.612164,2460.541217,3.946778316,5.015858647
19200,362.3417447,0.001945359,0.006510161,1749.036898,2330.577613,1786.387785,2455.572696,3.953990296,5.007006428
19300,362.7741781,0.001955742,0.00642904,1753.475701,2326.417631,1791.221532,2450.498093,3.961287185,4.998006139
19400,363.2046141,0.00196644,0.006347927,1757.968652,2322.161392,1796.117592,2445.311161,3.968675422,4.988848125
19500,363.6330647,0.001977474,0.006266771,1762.519842,2317.802984,1801.08058,2440.005014,3.976162108,4.979521759
19600,364.0595412,0.001988868,0.006185519,1767.133805,2313.335872,1806.11561,2434.572043,3.983755105,4.970015301
19700,364.4840544,0.002000649,0.006104112,1771.81558,2308.752798,1811.228369,2429.0038,3.991463157,4.96031573
19800,364.9066144,0.002012849,0.006022485,1776.570796,2304.045671,1816.425209,2423.29087,3.999296033,4.950408544
19900,365.3272305,0.002025502,0.005940567,1781.405772,2299.205432,1821.713264,2417.422712,4.007264697,4.94027751
20000,365.7459115,0.002038647,0.005858279,1786.327638,2294.221882,1827.100582,2411.387463,4.015381523,4.929904372
20100,366.1626652,0.002052329,0.005775534,1791.344484,2289.083478,1832.5963,2405.171702,4.023660559,4.919268479
20200,366.5774982,0.002066599,0.005692232,1796.465552,2283.777077,1838.210857,2398.760148,4.03211785,4.908346327
20300,366.9904162,0.002081517,0.00560826,1801.701468,2278.287611,1843.956257,2392.135289,4.040771856,4.897110986
20400,367.4014235,0.00209715,0.005523492,1807.064549,2272.597679,1849.846419,2385.276908,4.049643975,4.885531366
20500,367.8105229,0.002113582,0.005437778,1812.569189,2266.687016,1855.897613,2378.161462,4.058759229,4.873571272
20600,368.2177152,0.002130906,0.005350946,1818.232374,2260.531801,1862.129042,2370.761288,4.068147156,4.861188166
20700,368.6229992,0.002149239,0.005262792,1824.074367,2254.10373,1868.563622,2363.043528,4.077843004,4.848331524
20800,369.0263707,0.002168721,0.005173073,1830.119634,2247.368772,1875.229026,2354.968683,4.087889354,4.834940605
20900,369.4278225,0.002189523,0.005081492,1836.398134,2240.285432,1882.159157,2346.488608,4.098338379,4.820941357
21000,369.827343,0.00221186,0.004987685,1842.947154,2232.802293,1889.396219,2337.543664,4.109255045,4.806242033
21100,370.2249156,0.002236008,0.004891192,1849.813993,2224.854423,1896.99377,2328.058563,4.120721814,4.790726786
21200,370.6205168,0.002262326,0.004791422,1857.060026,2216.35795,1905.021332,2317.936097,4.132845758,4.77424599
21300,371.0141145,0.002291294,0.004687593,1864.767108,2207.201535,1913.571669,2307.047268,4.145769783,4.756601039
21400,371.4056651,0.002323582,0.004578633,1873.048177,2197.232283,1922.772829,2295.215025,4.159691208,4.737519239
21500,371.7951096,0.00236016,0.004463009,1882.065925,2186.231038,1932.809368,2282.185721,4.174894523,4.716609784
21600,372.1823676,0.002402521,0.004338403,1892.068398,2173.865483,1943.962846,2267.574982,4.191813879,4.693280226
21700,372.5673293,0.002453145,0.004201034,1903.464582,2159.591249,1956.697834,2250.753672,4.21116587,4.666560457
21800,372.9498421,0.002516675,0.004043994,1917.011685,2142.409531,1971.875201,2230.568604,4.234278824,4.63467156
21900,373.3296909,0.002603655,0.003852133,1934.409098,2120.112676,1991.429146,2204.474384,4.264138337,4.59368527
22000,373.7065652,0.002750367,0.003576666,1961.404639,2085.502082,2021.912713,2164.188732,4.310863706,4.530813626
22064,373.946,0.003081832,0.00312985,2015.41446,2022.689917,2083.411994,2091.746934,4.405631621,4.418512161
